ticker,name,shared_entry_date,shared_entry_price,fastcore_loss_cut_signal_date,fastcore_loss_cut_execution_date,fastcore_realized_return,julia_exit_type,julia_exit_execution_date,julia_terminal_return,julia_mfe,julia_mae,julia_recovered_above_entry,julia_eventually_positive,julia_trade_status
011210,현대위아,2014-06-27,195000.0,2014-12-17,2014-12-18,-14.87,EXIT4_SCORE_DRAWDOWN_GE_15,2021-06-01,-56.67,20.0,-89.82,True,False,REALIZED
011280,태림포장,2020-11-13,5260.0,2021-08-20,2021-08-23,-17.02,NO_PROGRESSED_BEFORE_CUTOFF,,-69.2,41.44,-71.48,True,False,OPEN_AT_CUTOFF
011780,금호석유화학,2016-12-16,80900.0,2017-10-13,2017-10-16,-16.81,EXIT4_SCORE_DRAWDOWN_GE_15,2021-02-01,207.79,256.0,-45.86,True,True,REALIZED
011790,SKC,2014-07-04,34683.0,2014-09-29,2014-09-30,-15.58,EXIT3_PROGRESSED_TO_TRANSITION,2018-10-01,15.58,37.13,-36.18,True,True,REALIZED
012330,현대모비스,2013-11-01,297500.0,2014-09-22,2014-09-23,-15.63,EXIT4_SCORE_DRAWDOWN_GE_15,2026-06-01,158.82,167.23,-57.65,True,True,REALIZED
012320,경동인베스트,2015-06-05,123195.0,2015-08-20,2015-08-21,-18.21,EXIT3_PROGRESSED_TO_TRANSITION,2024-04-01,-32.22,35.96,-86.53,True,False,REALIZED
012450,한화에어로스페이스,2013-04-26,69166.0,2013-11-01,2013-11-04,-16.06,EXIT4_SCORE_DRAWDOWN_GE_15,2021-10-01,-26.51,4.56,-78.13,True,False,REALIZED
012610,경인양행,2020-06-26,9550.0,2020-08-18,2020-08-19,-15.81,NO_EXIT_BEFORE_CUTOFF,,-66.91,12.04,-73.61,True,False,OPEN_AT_CUTOFF
012750,에스원,2014-05-16,80500.0,2015-01-12,2015-01-13,-14.91,NO_PROGRESSED_BEFORE_CUTOFF,,-1.61,44.72,-40.12,True,False,OPEN_AT_CUTOFF
012630,HDC,2013-03-29,19331.0,2013-05-02,2013-05-03,-15.38,EXIT4_SCORE_DRAWDOWN_GE_15,2015-03-02,93.47,101.16,-28.46,True,True,REALIZED
014830,유니드,2015-04-03,56585.0,2016-01-27,2016-01-28,-16.05,EXIT4_SCORE_DRAWDOWN_GE_15,2021-07-01,58.51,95.48,-40.05,True,True,REALIZED
015760,한국전력,2013-02-01,33300.0,2013-05-29,2013-05-30,-18.02,EXIT3_PROGRESSED_TO_TRANSITION,2015-08-03,51.65,52.85,-26.43,True,True,REALIZED
016360,삼성증권,2014-08-29,47965.0,2014-10-01,2014-10-02,-15.88,EXIT4_SCORE_DRAWDOWN_GE_15,2025-09-01,42.4,68.66,-57.36,True,True,REALIZED
016800,퍼시스,2014-08-29,34250.0,2018-11-01,2018-11-02,-17.66,NO_EXIT_BEFORE_CUTOFF,,-21.46,98.25,-31.39,True,False,OPEN_AT_CUTOFF
017800,현대엘리베이터,2016-08-12,46350.0,2016-10-31,2016-11-01,-19.43,EXIT4_SCORE_DRAWDOWN_GE_15,2018-10-01,60.43,96.4,-35.25,True,True,REALIZED
017810,풀무원,2018-01-26,16750.0,2018-03-13,2018-03-14,-17.01,EXIT4_SCORE_DRAWDOWN_GE_15,2021-06-01,31.34,49.25,-57.49,True,True,REALIZED
018250,애경산업,2023-07-07,26200.0,2023-08-17,2023-08-18,-18.13,NO_PROGRESSED_BEFORE_CUTOFF,,-55.38,3.82,-61.37,True,False,OPEN_AT_CUTOFF
019680,대교,2013-04-19,7750.0,2013-10-14,2013-10-15,-15.74,NO_EXIT_BEFORE_CUTOFF,,-87.1,50.32,-89.45,True,False,OPEN_AT_CUTOFF
017960,한국카본,2014-07-11,8770.0,2014-07-30,2014-07-31,-17.22,EXIT4_SCORE_DRAWDOWN_GE_15,2021-04-01,41.96,68.19,-54.56,True,True,REALIZED
020000,한섬,2013-04-26,32950.0,2013-07-08,2013-07-09,-14.57,EXIT4_SCORE_DRAWDOWN_GE_15,2022-01-03,8.35,55.39,-51.75,True,True,REALIZED
020560,아시아나항공,2015-04-03,44813.0,2015-04-29,2015-04-30,-17.14,EXIT4_SCORE_DRAWDOWN_GE_15,2015-07-01,-33.01,0.21,-40.68,True,False,REALIZED
020150,롯데에너지머티리얼즈,2016-01-08,12779.0,2016-01-26,2016-01-27,-14.02,EXIT4_SCORE_DRAWDOWN_GE_15,2016-07-01,40.54,51.14,-19.7,True,True,REALIZED
021240,코웨이,2017-04-07,98600.0,2018-02-14,2018-02-19,-13.79,EXIT4_SCORE_DRAWDOWN_GE_15,2025-05-02,-8.42,14.1,-59.84,True,False,REALIZED
022100,포스코DX,2013-01-11,7837.0,2014-10-13,2014-10-14,-18.08,EXIT4_SCORE_DRAWDOWN_GE_15,2021-04-01,-4.68,28.44,-63.0,True,False,REALIZED
023530,롯데쇼핑,2013-02-01,341979.0,2014-03-20,2014-03-21,-15.42,EXIT4_SCORE_DRAWDOWN_GE_15,2026-06-01,-58.3,12.6,-84.85,True,False,REALIZED
024110,기업은행,2014-02-28,13500.0,2016-01-15,2016-01-18,-20.0,EXIT4_SCORE_DRAWDOWN_GE_15,2026-05-04,69.26,118.89,-56.59,True,True,REALIZED
024720,콜마홀딩스,2021-05-07,15460.0,2021-08-13,2021-08-17,-15.53,EXIT4_SCORE_DRAWDOWN_GE_15,2025-11-03,-28.78,30.34,-61.06,True,False,REALIZED
025000,KPX케미칼,2016-09-09,57823.0,2018-10-30,2018-10-31,-16.31,NO_PROGRESSED_BEFORE_CUTOFF,,-5.92,28.06,-41.52,True,False,OPEN_AT_CUTOFF
025620,차AI헬스케어,2018-04-06,315715.0,2018-06-19,2018-06-20,-14.89,EXIT4_SCORE_DRAWDOWN_GE_15,2026-01-02,-96.64,24.67,-98.95,True,False,REALIZED
027410,BGF,2017-04-28,56668.0,2017-07-31,2017-08-01,-16.45,NO_EXIT_BEFORE_CUTOFF,,-93.14,30.91,-95.38,True,False,OPEN_AT_CUTOFF
026890,스틱인베스트먼트,2020-02-07,7720.0,2020-03-11,2020-03-12,-15.8,EXIT4_SCORE_DRAWDOWN_GE_15,2020-08-03,121.5,155.18,-52.78,True,True,REALIZED
028260,삼성물산,2020-02-07,115000.0,2020-03-12,2020-03-13,-21.74,EXIT4_SCORE_DRAWDOWN_GE_15,2026-02-02,161.3,170.43,-36.09,True,True,REALIZED
025860,남해화학,2014-05-02,9820.0,2014-09-26,2014-09-29,-16.8,EXIT4_SCORE_DRAWDOWN_GE_15,2018-09-03,42.06,130.65,-20.37,True,True,REALIZED
029530,신도리코,2013-04-26,73800.0,2013-08-09,2013-08-12,-16.12,NO_PROGRESSED_BEFORE_CUTOFF,,-45.8,5.69,-74.25,True,False,OPEN_AT_CUTOFF
029780,삼성카드,2014-05-16,39650.0,2015-11-16,2015-11-17,-15.26,NO_EXIT_BEFORE_CUTOFF,,16.39,74.53,-44.51,True,True,OPEN_AT_CUTOFF
030000,제일기획,2013-03-29,23750.0,2014-10-24,2014-10-27,-27.58,NO_PROGRESSED_BEFORE_CUTOFF,,-20.29,25.89,-51.37,True,False,OPEN_AT_CUTOFF
030200,KT,2013-05-24,40150.0,2013-07-17,2013-07-18,-15.57,EXIT3_PROGRESSED_TO_TRANSITION,2025-12-01,25.28,47.45,-57.04,True,True,REALIZED
032830,삼성생명,2014-09-05,110500.0,2015-09-07,2015-09-08,-17.19,EXIT4_SCORE_DRAWDOWN_GE_15,2026-02-02,70.14,81.0,-71.31,True,True,REALIZED
032350,롯데관광개발,2020-07-31,17000.0,2020-09-23,2020-09-24,-18.24,EXIT4_SCORE_DRAWDOWN_GE_15,2021-06-01,30.59,30.59,-21.76,True,True,REALIZED
033780,KT&G,2014-04-11,82700.0,2020-03-19,2020-03-20,-15.6,EXIT4_SCORE_DRAWDOWN_GE_15,2026-08-03,112.33,132.65,-23.82,True,True,REALIZED
033240,자화전자,2016-09-09,17250.0,2016-10-13,2016-10-14,-15.07,EXIT3_PROGRESSED_TO_EARLY_TREND,2017-09-01,10.14,31.3,-25.22,True,True,REALIZED
034020,두산에너빌리티,2016-08-19,21802.0,2016-11-09,2016-11-10,-12.46,EXIT4_SCORE_DRAWDOWN_GE_15,2020-12-01,-27.62,7.37,-90.26,True,False,REALIZED
034220,LG디스플레이,2014-05-23,26342.0,2015-07-17,2015-07-20,-17.37,EXIT4_SCORE_DRAWDOWN_GE_15,2021-06-01,-15.62,38.95,-68.95,True,False,REALIZED
034120,SBS,2015-04-03,39050.0,2015-06-23,2015-06-24,-15.75,EXIT4_SCORE_DRAWDOWN_GE_15,2021-08-02,23.94,34.7,-65.43,True,True,REALIZED
034230,파라다이스,2018-02-02,24400.0,2018-02-22,2018-02-23,-15.16,EXIT4_SCORE_DRAWDOWN_GE_15,2026-02-02,-26.64,2.05,-63.11,True,False,REALIZED
035250,강원랜드,2012-12-28,29100.0,2020-02-24,2020-02-25,-19.24,NO_PROGRESSED_BEFORE_CUTOFF,,-49.31,57.73,-54.19,True,False,OPEN_AT_CUTOFF
036460,한국가스공사,2013-11-29,66000.0,2014-06-05,2014-06-09,-16.67,EXIT4_SCORE_DRAWDOWN_GE_15,2022-01-03,-40.53,9.39,-75.08,True,False,REALIZED
036420,콘텐트리중앙,2013-03-22,41990.0,2013-06-25,2013-06-26,-12.55,EXIT4_SCORE_DRAWDOWN_GE_15,2018-07-02,49.68,95.19,-39.15,True,True,REALIZED
036530,SNT홀딩스,2021-03-19,18900.0,2022-01-25,2022-01-26,-17.46,EXIT4_SCORE_DRAWDOWN_GE_15,2025-02-03,34.92,46.03,-29.63,True,True,REALIZED
036570,NC,2015-02-06,222500.0,2015-02-25,2015-02-26,-18.65,EXIT4_SCORE_DRAWDOWN_GE_15,2017-08-01,62.7,91.69,-24.94,True,True,REALIZED
036580,팜스코,2016-07-29,14600.0,2016-08-30,2016-08-31,-15.75,NO_EXIT_BEFORE_CUTOFF,,-82.05,3.42,-86.95,True,False,OPEN_AT_CUTOFF
037710,광주신세계,2014-08-22,62900.0,2015-12-14,2015-12-15,-14.94,NO_PROGRESSED_BEFORE_CUTOFF,,-43.64,22.26,-64.55,True,False,OPEN_AT_CUTOFF
037270,YG PLUS,2023-06-02,6570.0,2023-07-18,2023-07-19,-16.29,EXIT4_SCORE_DRAWDOWN_GE_15,2025-09-01,35.01,73.52,-64.31,True,True,REALIZED
037560,LG헬로비전,2018-06-29,10800.0,2018-07-17,2018-07-18,-15.74,EXIT4_SCORE_DRAWDOWN_GE_15,2021-11-01,-35.93,18.06,-77.64,True,False,REALIZED
039490,키움증권,2013-04-26,69800.0,2013-06-20,2013-06-21,-19.2,EXIT3_PROGRESSED_TO_TRANSITION,2018-10-01,39.54,88.4,-41.19,True,True,REALIZED
042660,한화오션,2013-09-13,145034.0,2014-05-12,2014-05-13,-16.39,EXIT4_SCORE_DRAWDOWN_GE_15,2023-11-01,-83.87,18.99,-93.35,True,False,REALIZED
042700,한미반도체,2016-03-25,2940.0,2016-12-05,2016-12-06,-14.97,EXIT4_SCORE_DRAWDOWN_GE_15,2018-02-01,101.53,134.69,-16.33,True,True,REALIZED
047050,포스코인터내셔널,2013-11-08,40500.0,2014-05-07,2014-05-08,-14.81,EXIT4_SCORE_DRAWDOWN_GE_15,2021-11-01,-46.42,5.19,-78.67,True,False,REALIZED
047040,대우건설,2014-07-18,9290.0,2014-09-29,2014-09-30,-17.65,EXIT4_SCORE_DRAWDOWN_GE_15,2021-08-02,-19.59,11.41,-75.78,True,False,REALIZED
055550,신한지주,2013-09-27,44000.0,2016-01-15,2016-01-18,-16.7,EXIT3_PROGRESSED_TO_EARLY_TREND,2025-08-01,51.82,67.05,-50.34,True,True,REALIZED
052690,한전기술,2013-03-08,84800.0,2013-06-11,2013-06-12,-16.16,EXIT3_PROGRESSED_TO_TRANSITION,2023-02-01,-22.52,37.38,-84.91,True,False,REALIZED
053210,스카이라이프,2021-05-28,9770.0,2022-01-24,2022-01-25,-18.01,NO_PROGRESSED_BEFORE_CUTOFF,,-58.03,22.82,-60.13,True,False,OPEN_AT_CUTOFF
051910,LG화학,2013-10-04,299500.0,2014-02-03,2014-02-04,-16.86,EXIT3_PROGRESSED_TO_TRANSITION,2018-10-01,22.04,49.42,-45.58,True,True,REALIZED
060980,HL홀딩스,2021-01-08,46250.0,2021-03-09,2021-03-10,-15.78,EXIT4_SCORE_DRAWDOWN_GE_15,2021-12-01,-6.16,26.92,-18.49,True,False,REALIZED
066570,LG전자,2013-05-03,85700.0,2013-06-17,2013-06-18,-14.59,EXIT3_PROGRESSED_TO_TRANSITION,2017-09-01,-3.27,3.73,-54.14,True,False,REALIZED
066970,엘앤에프,2026-04-17,184600.0,2026-05-20,2026-05-21,-16.31,EXIT4_SCORE_DRAWDOWN_GE_15,2026-07-01,-37.92,21.89,-48.0,True,False,REALIZED
069260,TKG휴켐스,2013-11-15,24150.0,2015-08-24,2015-08-25,-15.11,NO_PROGRESSED_BEFORE_CUTOFF,,-32.42,35.4,-49.9,True,False,OPEN_AT_CUTOFF
069620,대웅제약,2014-09-26,77700.0,2014-11-11,2014-11-12,-16.73,NO_EXIT_BEFORE_CUTOFF,,49.42,268.73,-28.7,True,True,OPEN_AT_CUTOFF
069960,현대백화점,2012-12-28,160500.0,2014-03-20,2014-03-21,-16.51,EXIT4_SCORE_DRAWDOWN_GE_15,2026-02-02,-40.44,10.28,-74.14,True,False,REALIZED
071050,한국금융지주,2013-01-04,44600.0,2013-08-21,2013-08-22,-16.82,EXIT4_SCORE_DRAWDOWN_GE_15,2015-08-03,39.46,66.59,-20.4,True,True,REALIZED
071840,롯데하이마트,2015-05-29,82500.0,2015-06-16,2015-06-17,-15.64,EXIT4_SCORE_DRAWDOWN_GE_15,2018-03-02,-16.0,1.7,-51.09,True,False,REALIZED
075580,세진중공업,2022-08-19,7800.0,2022-09-26,2022-09-27,-16.54,EXIT4_SCORE_DRAWDOWN_GE_15,2024-10-02,-5.9,40.0,-46.22,True,False,REALIZED
073240,금호타이어,2014-01-24,12850.0,2014-08-12,2014-08-13,-16.34,EXIT4_SCORE_DRAWDOWN_GE_15,2021-11-01,-58.21,15.56,-79.88,True,False,REALIZED
074610,이엔플러스,2022-11-11,52600.0,2023-02-09,2023-02-10,-18.25,EXIT3_PROGRESSED_TO_WEAK,2023-11-01,-23.0,209.89,-25.29,True,False,REALIZED
078930,GS,2013-02-01,71000.0,2013-04-05,2013-04-08,-17.61,EXIT4_SCORE_DRAWDOWN_GE_15,2026-05-04,16.06,18.31,-57.32,True,True,REALIZED
077500,유니퀘스트,2022-01-07,6250.0,2022-03-14,2022-03-15,-16.8,EXIT4_SCORE_DRAWDOWN_GE_15,2024-06-03,1.6,81.6,-41.12,True,True,REALIZED
078520,에이블씨엔씨,2016-03-25,25798.0,2016-08-18,2016-08-19,-15.11,EXIT4_SCORE_DRAWDOWN_GE_15,2026-07-01,-61.74,29.88,-84.26,True,False,REALIZED
079980,휴비스,2018-01-26,11950.0,2018-05-17,2018-05-18,-16.9,NO_EXIT_BEFORE_CUTOFF,,-83.43,15.48,-86.36,True,False,OPEN_AT_CUTOFF
079430,현대리바트,2020-08-07,21850.0,2020-08-12,2020-08-13,-16.7,NO_PROGRESSED_BEFORE_CUTOFF,,-72.63,2.75,-76.66,True,False,OPEN_AT_CUTOFF
082740,한화엔진,2022-07-01,8215.0,2022-07-12,2022-07-13,-16.75,EXIT3_PROGRESSED_TO_TRANSITION,2023-12-01,20.75,55.2,-25.62,True,True,REALIZED
084010,대한제강,2018-05-11,8168.0,2018-06-18,2018-06-19,-16.74,EXIT3_PROGRESSED_TO_TRANSITION,2022-09-01,18.78,117.15,-72.82,True,True,REALIZED
085620,미래에셋생명,2018-06-29,5550.0,2018-10-29,2018-10-30,-18.56,EXIT4_SCORE_DRAWDOWN_GE_15,2024-02-01,2.16,5.95,-63.42,True,True,REALIZED
089590,제주항공,2019-03-22,30475.0,2019-06-14,2019-06-17,-15.06,NO_PROGRESSED_BEFORE_CUTOFF,,-84.53,17.94,-86.92,True,False,OPEN_AT_CUTOFF
088350,한화생명,2013-12-27,7390.0,2016-02-26,2016-02-29,-15.7,EXIT4_SCORE_DRAWDOWN_GE_15,2021-09-01,-55.14,24.22,-88.08,True,False,REALIZED
086790,하나금융지주,2013-01-18,38750.0,2013-06-24,2013-06-25,-17.03,EXIT4_SCORE_DRAWDOWN_GE_15,2017-08-01,30.06,34.19,-49.81,True,True,REALIZED
089470,HDC현대EP,2015-12-04,10800.0,2016-01-20,2016-01-21,-16.76,EXIT4_SCORE_DRAWDOWN_GE_15,2021-07-01,-39.63,11.11,-81.67,True,False,REALIZED
090430,아모레퍼시픽,2012-12-28,121631.0,2013-02-05,2013-02-06,-15.54,EXIT4_SCORE_DRAWDOWN_GE_15,2014-12-01,102.71,118.26,-29.52,True,True,REALIZED
090460,비에이치,2021-12-24,23300.0,2022-01-27,2022-01-28,-13.52,EXIT3_PROGRESSED_TO_WEAK,2026-08-03,-36.95,86.27,-52.66,True,False,REALIZED
093050,LF,2013-11-29,34350.0,2014-01-23,2014-01-24,-16.01,EXIT4_SCORE_DRAWDOWN_GE_15,2026-07-01,-34.21,7.86,-74.21,True,False,REALIZED
093370,후성,2018-08-03,11816.0,2018-10-05,2018-10-08,-15.7,EXIT4_SCORE_DRAWDOWN_GE_15,2026-07-01,70.95,126.87,-67.84,True,True,REALIZED
095570,AJ네트웍스,2022-09-16,7960.0,2022-09-29,2022-09-30,-16.33,EXIT3_PROGRESSED_TO_TRANSITION,2022-12-01,-22.86,2.39,-28.64,True,False,REALIZED
094800,맵스리얼티,2019-11-29,5040.0,2020-03-13,2020-03-16,-15.38,EXIT4_SCORE_DRAWDOWN_GE_15,2026-08-03,17.06,62.5,-37.5,True,True,REALIZED
096760,JW홀딩스,2017-06-09,8470.0,2017-07-13,2017-07-14,-15.32,NO_PROGRESSED_BEFORE_CUTOFF,,-50.65,18.69,-70.0,True,False,OPEN_AT_CUTOFF
095720,웅진씽크빅,2015-03-27,15687.0,2015-08-19,2015-08-20,-16.13,EXIT3_PROGRESSED_TO_TRANSITION,2017-01-02,-5.68,62.3,-23.33,True,False,REALIZED
097950,CJ제일제당,2014-07-04,358000.0,2015-01-02,2015-01-05,-15.5,EXIT4_SCORE_DRAWDOWN_GE_15,2021-05-03,11.45,32.4,-58.66,True,True,REALIZED
100090,SK오션플랜트,2022-08-05,25750.0,2022-09-28,2022-09-29,-15.53,EXIT4_SCORE_DRAWDOWN_GE_15,2026-01-02,-22.14,23.3,-60.0,True,False,REALIZED
101530,해태제과식품,2021-05-14,10850.0,2021-08-13,2021-08-17,-14.65,NO_PROGRESSED_BEFORE_CUTOFF,,-48.39,6.91,-54.19,True,False,OPEN_AT_CUTOFF
102460,이연제약,2014-06-20,18643.0,2014-12-01,2014-12-02,-16.61,EXIT4_SCORE_DRAWDOWN_GE_15,2016-03-02,35.22,102.02,-23.28,True,True,REALIZED
103140,풍산,2013-11-01,29850.0,2014-02-03,2014-02-04,-17.25,EXIT4_SCORE_DRAWDOWN_GE_15,2017-04-03,30.99,51.59,-24.96,True,True,REALIZED
105560,KB금융,2013-10-04,38450.0,2016-01-04,2016-01-05,-15.47,EXIT4_SCORE_DRAWDOWN_GE_15,2017-10-10,53.19,57.35,-28.22,True,True,REALIZED
105630,한세실업,2020-10-23,20400.0,2020-11-02,2020-11-03,-15.69,EXIT3_PROGRESSED_TO_TRANSITION,2022-06-02,6.62,44.61,-26.23,True,True,REALIZED
114090,GKL,2018-01-26,31200.0,2018-02-09,2018-02-12,-18.91,NO_PROGRESSED_BEFORE_CUTOFF,,-69.29,1.44,-71.19,True,False,OPEN_AT_CUTOFF
126720,수산인더스트리,2026-01-23,26100.0,2026-06-22,2026-06-23,-16.48,NO_PROGRESSED_BEFORE_CUTOFF,,-18.77,39.46,-25.56,True,False,OPEN_AT_CUTOFF
122900,아이마켓코리아,2014-01-17,27850.0,2016-01-14,2016-01-15,-14.9,NO_EXIT_BEFORE_CUTOFF,,-70.88,45.24,-78.74,True,False,OPEN_AT_CUTOFF
120110,코오롱인더,2014-04-18,67500.0,2014-09-16,2014-09-17,-15.26,EXIT4_SCORE_DRAWDOWN_GE_15,2021-08-02,20.3,40.44,-69.93,True,True,REALIZED
126560,현대퓨처넷,2015-04-03,5530.0,2015-05-15,2015-05-18,-16.09,NO_EXIT_BEFORE_CUTOFF,,-38.88,5.79,-59.04,True,False,OPEN_AT_CUTOFF
128940,한미약품,2022-04-29,298219.0,2022-09-21,2022-09-22,-24.23,EXIT4_SCORE_DRAWDOWN_GE_15,2026-06-01,91.13,116.95,-28.07,True,True,REALIZED
138930,BNK금융지주,2017-08-04,11250.0,2017-09-06,2017-09-07,-14.67,EXIT4_SCORE_DRAWDOWN_GE_15,2022-02-03,-28.0,0.44,-68.31,True,False,REALIZED
139130,iM금융지주,2017-03-17,11800.0,2017-09-06,2017-09-07,-15.25,EXIT4_SCORE_DRAWDOWN_GE_15,2021-09-01,-22.88,13.14,-71.48,True,False,REALIZED
161390,한국타이어앤테크놀로지,2016-01-15,47050.0,2018-11-01,2018-11-02,-15.94,EXIT4_SCORE_DRAWDOWN_GE_15,2021-06-01,4.04,44.1,-68.01,True,True,REALIZED
145990,삼양사,2016-11-18,116500.0,2017-01-20,2017-01-23,-15.11,EXIT3_PROGRESSED_TO_TRANSITION,2022-02-03,-46.7,0.43,-80.21,True,False,REALIZED
175330,JB금융지주,2017-07-14,6790.0,2017-10-17,2017-10-18,-15.02,EXIT4_SCORE_DRAWDOWN_GE_15,2024-11-01,162.44,175.55,-51.99,True,True,REALIZED
161890,한국콜마,2017-05-12,86700.0,2017-06-20,2017-06-21,-16.15,EXIT3_PROGRESSED_TO_TRANSITION,2025-01-02,-35.64,13.49,-64.88,True,False,REALIZED
170900,동아에스티,2019-11-29,97687.0,2020-02-21,2020-02-24,-17.7,NO_PROGRESSED_BEFORE_CUTOFF,,-62.18,10.14,-67.65,True,False,OPEN_AT_CUTOFF
192080,더블유게임즈,2020-05-08,52927.0,2021-03-10,2021-03-11,-16.8,NO_PROGRESSED_BEFORE_CUTOFF,,8.07,44.54,-41.68,True,True,OPEN_AT_CUTOFF
180640,한진칼,2017-06-30,26500.0,2017-09-04,2017-09-05,-17.36,EXIT4_SCORE_DRAWDOWN_GE_15,2019-08-01,-3.4,87.92,-40.38,True,False,REALIZED
192650,드림텍,2023-09-08,13130.0,2023-10-19,2023-10-20,-18.89,NO_PROGRESSED_BEFORE_CUTOFF,,-52.02,10.43,-72.85,True,False,OPEN_AT_CUTOFF
185750,종근당,2017-03-03,73592.0,2018-10-31,2018-11-01,-14.29,EXIT4_SCORE_DRAWDOWN_GE_15,2021-01-04,160.24,209.1,-34.42,True,True,REALIZED
181710,NHN,2016-07-29,34375.0,2016-10-17,2016-10-18,-16.54,EXIT3_PROGRESSED_TO_EARLY_TREND,2026-02-02,-8.07,53.27,-54.88,True,False,REALIZED
183190,아세아시멘트,2018-01-26,13000.0,2018-02-28,2018-03-02,-16.93,EXIT4_SCORE_DRAWDOWN_GE_15,2021-08-02,-8.08,60.77,-68.08,True,False,REALIZED
195870,해성디에스,2020-01-10,18350.0,2020-03-12,2020-03-13,-28.34,EXIT4_SCORE_DRAWDOWN_GE_15,2026-04-01,173.02,338.15,-41.14,True,True,REALIZED
192820,코스맥스,2018-04-06,148996.0,2018-10-24,2018-10-25,-18.09,EXIT4_SCORE_DRAWDOWN_GE_15,2023-12-01,-25.9,18.09,-71.68,True,False,REALIZED
194370,제이에스코퍼레이션,2025-07-04,12460.0,2025-08-01,2025-08-04,-17.5,EXIT4_SCORE_DRAWDOWN_GE_15,2026-04-01,-9.39,21.11,-23.76,True,False,REALIZED
214320,이노션,2019-01-11,34050.0,2020-03-13,2020-03-16,-17.62,NO_PROGRESSED_BEFORE_CUTOFF,,-44.88,13.07,-52.16,True,False,OPEN_AT_CUTOFF
213500,한솔제지,2018-08-17,20200.0,2018-11-29,2018-11-30,-16.09,NO_PROGRESSED_BEFORE_CUTOFF,,-62.52,9.41,-70.64,True,False,OPEN_AT_CUTOFF
210980,SK디앤디,2018-09-28,13497.0,2018-10-29,2018-10-30,-16.14,EXIT4_SCORE_DRAWDOWN_GE_15,2021-04-01,10.42,72.29,-43.28,True,True,REALIZED
200880,서연이화,2026-02-27,15940.0,2026-03-04,2026-03-05,-16.19,NO_PROGRESSED_BEFORE_CUTOFF,,-27.04,1.0,-41.09,True,False,OPEN_AT_CUTOFF
226320,잇츠한불,2025-07-11,14790.0,2025-08-27,2025-08-28,-14.2,NO_PROGRESSED_BEFORE_CUTOFF,,-28.26,0.54,-44.56,True,False,OPEN_AT_CUTOFF
241590,화승엔터프라이즈,2020-02-07,17350.0,2020-03-09,2020-03-10,-22.19,NO_PROGRESSED_BEFORE_CUTOFF,,-83.4,27.67,-83.86,True,False,OPEN_AT_CUTOFF
267250,HD현대,2021-06-04,77000.0,2021-08-19,2021-08-20,-17.14,EXIT4_SCORE_DRAWDOWN_GE_15,2025-10-01,101.82,113.9,-40.91,True,True,REALIZED
251270,넷마블,2025-09-19,68000.0,2025-10-13,2025-10-14,-16.32,NO_PROGRESSED_BEFORE_CUTOFF,,-46.62,1.47,-49.71,True,False,OPEN_AT_CUTOFF
249420,일동제약,2020-11-20,20450.0,2021-02-26,2021-03-02,-15.65,EXIT4_SCORE_DRAWDOWN_GE_15,2022-04-01,232.03,268.7,-39.36,True,True,REALIZED
271560,오리온,2020-07-03,141500.0,2020-10-26,2020-10-27,-17.31,NO_EXIT_BEFORE_CUTOFF,,-10.74,16.25,-43.32,True,False,OPEN_AT_CUTOFF
272210,한화시스템,2023-06-30,14800.0,2023-09-19,2023-09-20,-15.2,EXIT4_SCORE_DRAWDOWN_GE_15,2025-03-04,113.18,153.38,-22.09,True,True,REALIZED
280360,롯데웰푸드,2021-06-04,148000.0,2021-09-29,2021-09-30,-15.2,NO_EXIT_BEFORE_CUTOFF,,-1.69,40.88,-39.19,True,False,OPEN_AT_CUTOFF
282330,BGF리테일,2021-01-29,168000.0,2022-01-04,2022-01-05,-16.37,NO_PROGRESSED_BEFORE_CUTOFF,,-12.14,30.65,-41.67,True,False,OPEN_AT_CUTOFF
284740,쿠쿠홈시스,2021-05-14,46500.0,2021-11-11,2021-11-12,-17.1,NO_PROGRESSED_BEFORE_CUTOFF,,-49.46,12.9,-59.35,True,False,OPEN_AT_CUTOFF
285130,SK케미칼,2025-07-04,73700.0,2025-08-13,2025-08-14,-15.88,NO_PROGRESSED_BEFORE_CUTOFF,,-25.1,10.99,-51.36,True,False,OPEN_AT_CUTOFF
286940,롯데이노베이트,2024-01-12,40300.0,2024-03-08,2024-03-11,-15.14,NO_PROGRESSED_BEFORE_CUTOFF,,-53.57,33.75,-62.13,True,False,OPEN_AT_CUTOFF
298020,효성티앤씨,2024-05-17,415000.0,2024-06-18,2024-06-19,-15.54,EXIT4_SCORE_DRAWDOWN_GE_15,2026-07-01,-32.53,34.22,-55.06,True,False,REALIZED
294870,IPARK현대산업개발,2026-02-20,24300.0,2026-03-04,2026-03-05,-11.11,NO_PROGRESSED_BEFORE_CUTOFF,,-4.12,3.09,-30.45,True,False,OPEN_AT_CUTOFF
298040,효성중공업,2022-08-19,67800.0,2022-09-28,2022-09-29,-14.16,EXIT4_SCORE_DRAWDOWN_GE_15,2023-09-01,192.48,206.78,-28.1,True,True,REALIZED
306200,세아제강,2025-01-31,135500.0,2026-01-07,2026-01-08,-15.79,NO_PROGRESSED_BEFORE_CUTOFF,,6.79,60.52,-17.34,True,True,OPEN_AT_CUTOFF
