comparison,group,reference,extreme_contrast,feature,feature_kind,level,scope,group_n,reference_n,group_median,reference_median,group_share_pct,reference_share_pct,auc,effect,effect_unit
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,fast_weekly_core_score,numeric,,WINDOW_P3-2,8,1784,82.75,82.75,,,0.639,0.139,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,fast_weekly_core_score,numeric,,ENTRY_BEFORE_2021,22,2867,82.75,82.75,,,0.5367,0.0367,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,fast_weekly_core_score,numeric,,ENTRY_FROM_2021,19,2472,82.75,82.75,,,0.4961,-0.0039,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,range_position_24m,numeric,,WINDOW_P1,42,4940,0.5977,0.5348,,,0.5623,0.0623,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,range_position_24m,numeric,,WINDOW_P2-1,11,1789,0.5401,0.5667,,,0.5083,0.0083,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,range_position_24m,numeric,,WINDOW_P2-2,22,2402,0.5797,0.5509,,,0.5454,0.0454,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,range_position_24m,numeric,,WINDOW_P3-1,7,1166,0.4984,0.4929,,,0.4373,-0.0627,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,range_position_24m,numeric,,WINDOW_P3-2,8,1784,0.4858,0.5008,,,0.4613,-0.0387,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,range_position_24m,numeric,,ENTRY_BEFORE_2021,22,2867,0.6392,0.5361,,,0.5418,0.0418,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,range_position_24m,numeric,,ENTRY_FROM_2021,19,2472,0.5766,0.5499,,,0.5472,0.0472,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,monthly_down_month_ratio_12m,numeric,,WINDOW_P1,42,4940,0.4167,0.5,,,0.4745,-0.0255,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,monthly_down_month_ratio_12m,numeric,,WINDOW_P2-1,11,1789,0.5,0.5,,,0.5224,0.0224,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,monthly_down_month_ratio_12m,numeric,,WINDOW_P2-2,22,2402,0.4167,0.5,,,0.5122,0.0122,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,monthly_down_month_ratio_12m,numeric,,WINDOW_P3-1,7,1166,0.5833,0.5,,,0.5831,0.0831,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,monthly_down_month_ratio_12m,numeric,,WINDOW_P3-2,8,1784,0.5833,0.5,,,0.6016,0.1016,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,monthly_down_month_ratio_12m,numeric,,ENTRY_BEFORE_2021,22,2867,0.4167,0.5,,,0.429,-0.071,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,monthly_down_month_ratio_12m,numeric,,ENTRY_FROM_2021,19,2472,0.4167,0.5,,,0.5122,0.0122,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,distance_to_prior_26w_high_pct,numeric,,WINDOW_P1,42,4940,-0.0026,0.0105,,,0.4281,-0.0719,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,distance_to_prior_26w_high_pct,numeric,,WINDOW_P2-1,11,1789,0.0169,0.0092,,,0.5083,0.0083,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,distance_to_prior_26w_high_pct,numeric,,WINDOW_P2-2,22,2402,-0.0018,0.0086,,,0.4373,-0.0627,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,distance_to_prior_26w_high_pct,numeric,,WINDOW_P3-1,7,1166,0.0229,0.0083,,,0.6547,0.1547,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,distance_to_prior_26w_high_pct,numeric,,WINDOW_P3-2,8,1784,0.016,0.0081,,,0.4724,-0.0276,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,distance_to_prior_26w_high_pct,numeric,,ENTRY_BEFORE_2021,22,2867,-0.0026,0.0116,,,0.4301,-0.0699,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,distance_to_prior_26w_high_pct,numeric,,ENTRY_FROM_2021,19,2472,-0.006,0.0086,,,0.4089,-0.0911,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,close_vs_wma200_pct,numeric,,WINDOW_P1,39,4682,0.1525,0.1597,,,0.5139,0.0139,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,close_vs_wma200_pct,numeric,,WINDOW_P2-1,9,1704,0.1748,0.1513,,,0.5486,0.0486,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,close_vs_wma200_pct,numeric,,WINDOW_P2-2,20,2291,0.143,0.135,,,0.4993,-0.0007,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,close_vs_wma200_pct,numeric,,WINDOW_P3-1,6,1111,0.2575,0.1479,,,0.5977,0.0977,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,close_vs_wma200_pct,numeric,,WINDOW_P3-2,7,1704,0.1951,0.1267,,,0.6045,0.1045,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,close_vs_wma200_pct,numeric,,ENTRY_BEFORE_2021,21,2717,0.1354,0.1818,,,0.4906,-0.0094,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,close_vs_wma200_pct,numeric,,ENTRY_FROM_2021,17,2362,0.1335,0.1343,,,0.4926,-0.0074,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,higher_weekly_low_count_13w,numeric,,WINDOW_P1,42,4940,7.0,8.0,,,0.4642,-0.0358,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,higher_weekly_low_count_13w,numeric,,WINDOW_P2-1,11,1789,7.0,8.0,,,0.4551,-0.0449,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,higher_weekly_low_count_13w,numeric,,WINDOW_P2-2,22,2402,8.0,8.0,,,0.5415,0.0415,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,higher_weekly_low_count_13w,numeric,,WINDOW_P3-1,7,1166,7.0,8.0,,,0.3486,-0.1514,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,higher_weekly_low_count_13w,numeric,,WINDOW_P3-2,8,1784,7.0,8.0,,,0.4756,-0.0244,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,higher_weekly_low_count_13w,numeric,,ENTRY_BEFORE_2021,22,2867,7.0,8.0,,,0.4348,-0.0652,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,higher_weekly_low_count_13w,numeric,,ENTRY_FROM_2021,19,2472,8.0,8.0,,,0.5183,0.0183,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,wma52_slope_1w,numeric,,WINDOW_P1,42,4940,0.0069,0.0037,,,0.6628,0.1628,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,wma52_slope_1w,numeric,,WINDOW_P2-1,11,1789,0.0072,0.0041,,,0.7066,0.2066,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,wma52_slope_1w,numeric,,WINDOW_P2-2,22,2402,0.007,0.0043,,,0.6273,0.1273,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,wma52_slope_1w,numeric,,WINDOW_P3-1,7,1166,0.0061,0.0028,,,0.6579,0.1579,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,wma52_slope_1w,numeric,,WINDOW_P3-2,8,1784,0.0055,0.0034,,,0.6646,0.1646,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,wma52_slope_1w,numeric,,ENTRY_BEFORE_2021,22,2867,0.0069,0.0034,,,0.695,0.195,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,wma52_slope_1w,numeric,,ENTRY_FROM_2021,19,2472,0.0067,0.0042,,,0.5984,0.0984,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,wma12_vs_wma26_pct,numeric,,WINDOW_P1,42,4940,0.0546,0.0451,,,0.5494,0.0494,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,wma12_vs_wma26_pct,numeric,,WINDOW_P2-1,11,1789,0.0504,0.0481,,,0.5206,0.0206,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,wma12_vs_wma26_pct,numeric,,WINDOW_P2-2,22,2402,0.0773,0.0481,,,0.5555,0.0555,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,wma12_vs_wma26_pct,numeric,,WINDOW_P3-1,7,1166,0.0178,0.0405,,,0.3408,-0.1592,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,wma12_vs_wma26_pct,numeric,,WINDOW_P3-2,8,1784,0.0252,0.0429,,,0.4525,-0.0475,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,wma12_vs_wma26_pct,numeric,,ENTRY_BEFORE_2021,22,2867,0.0444,0.0435,,,0.5297,0.0297,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,wma12_vs_wma26_pct,numeric,,ENTRY_FROM_2021,19,2472,0.0667,0.0472,,,0.5516,0.0516,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,weeks_since_26w_close_breakout,numeric,,WINDOW_P1,42,4940,1.0,0.0,,,0.5764,0.0764,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,weeks_since_26w_close_breakout,numeric,,WINDOW_P2-1,11,1789,0.0,0.0,,,0.491,-0.009,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,weeks_since_26w_close_breakout,numeric,,WINDOW_P2-2,22,2402,0.5,0.0,,,0.5324,0.0324,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,weeks_since_26w_close_breakout,numeric,,WINDOW_P3-1,7,1166,0.0,0.0,,,0.2993,-0.2007,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,weeks_since_26w_close_breakout,numeric,,WINDOW_P3-2,8,1784,0.0,0.0,,,0.4797,-0.0203,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,weeks_since_26w_close_breakout,numeric,,ENTRY_BEFORE_2021,22,2867,1.0,0.0,,,0.609,0.109,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,weeks_since_26w_close_breakout,numeric,,ENTRY_FROM_2021,19,2472,1.0,0.0,,,0.5341,0.0341,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,post_breakout_min_low_vs_level_pct_26w,numeric,,WINDOW_P1,22,1889,-0.0555,-0.0419,,,0.4478,-0.0522,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,post_breakout_min_low_vs_level_pct_26w,numeric,,WINDOW_P2-1,4,725,-0.074,-0.04,,,0.4483,-0.0517,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,post_breakout_min_low_vs_level_pct_26w,numeric,,WINDOW_P2-2,11,985,-0.0118,-0.0392,,,0.6221,0.1221,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,post_breakout_min_low_vs_level_pct_26w,numeric,,WINDOW_P3-1,0,468,,-0.0436,,,,,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,post_breakout_min_low_vs_level_pct_26w,numeric,,WINDOW_P3-2,3,731,-0.0118,-0.0418,,,0.6968,0.1968,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,post_breakout_min_low_vs_level_pct_26w,numeric,,ENTRY_BEFORE_2021,12,1043,-0.0993,-0.044,,,0.3445,-0.1555,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,post_breakout_min_low_vs_level_pct_26w,numeric,,ENTRY_FROM_2021,10,1018,-0.023,-0.0399,,,0.5956,0.0956,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,recent_5d_max_gap_abs_pct,numeric,,WINDOW_P1,42,4940,0.0187,0.0163,,,0.5485,0.0485,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,recent_5d_max_gap_abs_pct,numeric,,WINDOW_P2-1,11,1789,0.0199,0.0161,,,0.6181,0.1181,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,recent_5d_max_gap_abs_pct,numeric,,WINDOW_P2-2,22,2402,0.017,0.0165,,,0.4967,-0.0033,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,recent_5d_max_gap_abs_pct,numeric,,WINDOW_P3-1,7,1166,0.0193,0.0154,,,0.57,0.07,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,recent_5d_max_gap_abs_pct,numeric,,WINDOW_P3-2,8,1784,0.0199,0.0163,,,0.5124,0.0124,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,recent_5d_max_gap_abs_pct,numeric,,ENTRY_BEFORE_2021,22,2867,0.0183,0.0161,,,0.5661,0.0661,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,recent_5d_max_gap_abs_pct,numeric,,ENTRY_FROM_2021,19,2472,0.0177,0.0164,,,0.4998,-0.0002,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,atr_14_pct,numeric,,WINDOW_P1,42,4940,0.05,0.0423,,,0.6126,0.1126,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,atr_14_pct,numeric,,WINDOW_P2-1,11,1789,0.049,0.0428,,,0.588,0.088,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,atr_14_pct,numeric,,WINDOW_P2-2,22,2402,0.0483,0.043,,,0.5773,0.0773,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,atr_14_pct,numeric,,WINDOW_P3-1,7,1166,0.044,0.0425,,,0.5082,0.0082,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,atr_14_pct,numeric,,WINDOW_P3-2,8,1784,0.0533,0.043,,,0.5766,0.0766,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,atr_14_pct,numeric,,ENTRY_BEFORE_2021,22,2867,0.0564,0.0413,,,0.6519,0.1519,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,atr_14_pct,numeric,,ENTRY_FROM_2021,19,2472,0.0483,0.0428,,,0.586,0.086,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,market_cap_eok,numeric,,WINDOW_P1,42,4940,2009.105,1839.955,,,0.5046,0.0046,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,market_cap_eok,numeric,,WINDOW_P2-1,11,1789,1702.82,2458.45,,,0.3474,-0.1526,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,market_cap_eok,numeric,,WINDOW_P2-2,22,2402,1666.04,2420.885,,,0.4041,-0.0959,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,market_cap_eok,numeric,,WINDOW_P3-1,7,1166,1702.82,2956.125,,,0.3166,-0.1834,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,market_cap_eok,numeric,,WINDOW_P3-2,8,1784,1984.72,2752.525,,,0.3374,-0.1626,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,market_cap_eok,numeric,,ENTRY_BEFORE_2021,22,2867,3306.395,1520.89,,,0.6003,0.1003,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,market_cap_eok,numeric,,ENTRY_FROM_2021,19,2472,1715.88,2472.785,,,0.3914,-0.1086,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,avg_trading_value_20d_eok,numeric,,WINDOW_P1,42,4940,34.21,23.43,,,0.5862,0.0862,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,avg_trading_value_20d_eok,numeric,,WINDOW_P2-1,11,1789,15.82,38.78,,,0.3863,-0.1137,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,avg_trading_value_20d_eok,numeric,,WINDOW_P2-2,22,2402,20.8,34.89,,,0.4743,-0.0257,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,avg_trading_value_20d_eok,numeric,,WINDOW_P3-1,7,1166,10.9,36.115,,,0.3571,-0.1429,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,avg_trading_value_20d_eok,numeric,,WINDOW_P3-2,8,1784,16.21,31.245,,,0.4368,-0.0632,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,avg_trading_value_20d_eok,numeric,,ENTRY_BEFORE_2021,22,2867,58.905,19.0,,,0.6898,0.1898,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,avg_trading_value_20d_eok,numeric,,ENTRY_FROM_2021,19,2472,22.01,35.09,,,0.469,-0.031,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,avg_trading_value_60d_eok,numeric,,WINDOW_P1,42,4940,31.62,16.36,,,0.6113,0.1113,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,avg_trading_value_60d_eok,numeric,,WINDOW_P2-1,11,1789,13.79,27.79,,,0.4043,-0.0957,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,avg_trading_value_60d_eok,numeric,,WINDOW_P2-2,22,2402,22.735,24.61,,,0.5079,0.0079,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,avg_trading_value_60d_eok,numeric,,WINDOW_P3-1,7,1166,6.59,23.595,,,0.3459,-0.1541,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,avg_trading_value_60d_eok,numeric,,WINDOW_P3-2,8,1784,22.735,21.35,,,0.4762,-0.0238,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,avg_trading_value_60d_eok,numeric,,ENTRY_BEFORE_2021,22,2867,40.25,13.23,,,0.6931,0.1931,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,avg_trading_value_60d_eok,numeric,,ENTRY_FROM_2021,19,2472,17.78,24.61,,,0.4988,-0.0012,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,market,categorical,KOSDAQ,WINDOW_P1,42,4940,,,66.6667,55.0,,11.6667,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,market,categorical,KOSDAQ,WINDOW_P2-1,11,1789,,,63.6364,52.4874,,11.1489,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,market,categorical,KOSDAQ,WINDOW_P2-2,22,2402,,,59.0909,52.831,,6.2599,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,market,categorical,KOSDAQ,WINDOW_P3-1,7,1166,,,57.1429,54.6312,,2.5116,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,market,categorical,KOSDAQ,WINDOW_P3-2,8,1784,,,62.5,54.4283,,8.0717,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,market,categorical,KOSDAQ,ENTRY_BEFORE_2021,22,2867,,,63.6364,55.3889,,8.2475,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,market,categorical,KOSDAQ,ENTRY_FROM_2021,19,2472,,,63.1579,52.3058,,10.8521,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,entry_pattern_a_stage,categorical,EARLY_TREND,WINDOW_P1,42,4940,,,7.1429,13.2996,,-6.1567,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,entry_pattern_a_stage,categorical,EARLY_TREND,WINDOW_P2-1,11,1789,,,27.2727,14.6451,,12.6277,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,entry_pattern_a_stage,categorical,EARLY_TREND,WINDOW_P2-2,22,2402,,,4.5455,13.3639,,-8.8184,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,entry_pattern_a_stage,categorical,EARLY_TREND,WINDOW_P3-1,7,1166,,,14.2857,13.5506,,0.7351,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,entry_pattern_a_stage,categorical,EARLY_TREND,WINDOW_P3-2,8,1784,,,0.0,12.0516,,-12.0516,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,entry_pattern_a_stage,categorical,EARLY_TREND,ENTRY_BEFORE_2021,22,2867,,,4.5455,14.1611,,-9.6157,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,entry_pattern_a_stage,categorical,EARLY_TREND,ENTRY_FROM_2021,19,2472,,,5.2632,13.4304,,-8.1673,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,daily_risk,categorical,ELEVATED,WINDOW_P1,42,4940,,,23.8095,23.8057,,0.0039,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,daily_risk,categorical,ELEVATED,WINDOW_P2-1,11,1789,,,18.1818,23.1414,,-4.9596,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,daily_risk,categorical,ELEVATED,WINDOW_P2-2,22,2402,,,13.6364,25.5204,,-11.884,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,daily_risk,categorical,ELEVATED,WINDOW_P3-1,7,1166,,,14.2857,22.0412,,-7.7555,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,daily_risk,categorical,ELEVATED,WINDOW_P3-2,8,1784,,,12.5,25.8969,,-13.3969,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,daily_risk,categorical,ELEVATED,ENTRY_BEFORE_2021,22,2867,,,31.8182,22.2183,,9.5998,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,daily_risk,categorical,ELEVATED,ENTRY_FROM_2021,19,2472,,,10.5263,25.3236,,-14.7973,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,fast_score_state,categorical,PARTIAL,WINDOW_P1,42,4940,,,7.1429,5.2227,,1.9202,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,fast_score_state,categorical,PARTIAL,WINDOW_P2-1,11,1789,,,18.1818,4.7513,,13.4306,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,fast_score_state,categorical,PARTIAL,WINDOW_P2-2,22,2402,,,9.0909,4.6211,,4.4698,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,fast_score_state,categorical,PARTIAL,WINDOW_P3-1,7,1166,,,14.2857,4.717,,9.5687,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,fast_score_state,categorical,PARTIAL,WINDOW_P3-2,8,1784,,,12.5,4.4843,,8.0157,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,fast_score_state,categorical,PARTIAL,ENTRY_BEFORE_2021,22,2867,,,4.5455,5.2319,,-0.6865,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,fast_score_state,categorical,PARTIAL,ENTRY_FROM_2021,19,2472,,,10.5263,4.4498,,6.0765,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,entry_kind,categorical,REENTRY,WINDOW_P1,42,4940,,,57.1429,62.7328,,-5.5899,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,entry_kind,categorical,REENTRY,WINDOW_P2-1,11,1789,,,18.1818,35.2152,,-17.0334,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,entry_kind,categorical,REENTRY,WINDOW_P2-2,22,2402,,,27.2727,42.4646,,-15.1919,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,entry_kind,categorical,REENTRY,WINDOW_P3-1,7,1166,,,14.2857,27.3585,,-13.0728,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,entry_kind,categorical,REENTRY,WINDOW_P3-2,8,1784,,,25.0,34.6973,,-9.6973,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,entry_kind,categorical,REENTRY,ENTRY_BEFORE_2021,22,2867,,,36.3636,49.7384,,-13.3748,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,entry_kind,categorical,REENTRY,ENTRY_FROM_2021,19,2472,,,73.6842,70.8738,,2.8104,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,fast_conditional_status,categorical,EVENT_OBSERVED,WINDOW_P1,42,4940,,,52.381,38.2389,,14.1421,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,fast_conditional_status,categorical,EVENT_OBSERVED,WINDOW_P2-1,11,1789,,,36.3636,40.5254,,-4.1618,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,fast_conditional_status,categorical,EVENT_OBSERVED,WINDOW_P2-2,22,2402,,,50.0,41.0075,,8.9925,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,fast_conditional_status,categorical,EVENT_OBSERVED,WINDOW_P3-1,7,1166,,,0.0,40.1372,,-40.1372,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,fast_conditional_status,categorical,EVENT_OBSERVED,WINDOW_P3-2,8,1784,,,37.5,40.9753,,-3.4753,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,fast_conditional_status,categorical,EVENT_OBSERVED,ENTRY_BEFORE_2021,22,2867,,,54.5455,36.3795,,18.166,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,fast_conditional_status,categorical,EVENT_OBSERVED,ENTRY_FROM_2021,19,2472,,,52.6316,41.1812,,11.4503,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,investability_status,categorical,FILTERED_LIQUIDITY,WINDOW_P1,42,4940,,,0.0,3.9879,,-3.9879,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,investability_status,categorical,FILTERED_LIQUIDITY,WINDOW_P2-1,11,1789,,,0.0,3.9687,,-3.9687,share_pp
