ticker,isu_cd,market,effective_from,effective_to,latest_daily_update_as_of,status,reason
087730,KR7087730008,KOSDAQ,2010-01-04,2021-10-07,2026-09-21,EXCLUDED_NOT_CURRENT_COMMON_IDENTITY,IDENTITY_NOT_COMMON_AT_LATEST_DAILY_UPDATE
088130,KR7088130000,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
088280,KR7088280003,KOSDAQ,2023-11-07,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
088290,KR7088290002,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
088340,KR7088340005,KOSDAQ,2024-08-16,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
088350,KR7088350004,KOSPI,2010-03-17,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
088390,KR7088390000,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
088790,KR7088790001,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
088800,KR7088800008,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
088910,KR7088910005,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
088980,KR7088980008,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
089010,KR7089010003,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
089030,KR7089030001,KOSDAQ,2011-11-10,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
089140,KR7089140008,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
089150,KR7089150007,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
089230,KR7089230007,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
089470,KR7089470009,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
089530,KR7089530000,KOSDAQ,2011-11-11,2024-09-05,2026-09-21,EXCLUDED_NOT_CURRENT_COMMON_IDENTITY,IDENTITY_NOT_COMMON_AT_LATEST_DAILY_UPDATE
089590,KR7089590004,KOSPI,2015-11-06,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
089600,KR7089600001,KOSDAQ,2013-07-17,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
089790,KR7089790000,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
089850,KR7089850002,KOSDAQ,2010-06-18,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
089860,KR7089860001,KOSPI,2021-08-19,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
089890,KR7089890008,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
089970,KR7089970008,KOSDAQ,2018-08-23,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
089980,KR7089980007,KOSDAQ,2011-07-21,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
090080,KR7090080003,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
090150,KR7090150004,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
090350,KR7090350000,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
090360,KR7090360009,KOSDAQ,2011-10-17,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
090370,KR7090370008,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
090410,KR7090410002,KOSDAQ,2014-08-01,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
090430,KR7090430000,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
090460,KR7090460007,KOSDAQ,2010-01-04,2023-06-19,2026-09-21,EXCLUDED_NOT_CURRENT_COMMON_IDENTITY,IDENTITY_NOT_COMMON_AT_LATEST_DAILY_UPDATE
090460,KR7090460007,KOSPI,2023-06-20,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
090470,KR7090470006,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
090710,KR7090710005,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
090740,KR7090740002,KOSDAQ,2010-01-04,2022-10-14,2026-09-21,EXCLUDED_NOT_CURRENT_COMMON_IDENTITY,IDENTITY_NOT_COMMON_AT_LATEST_DAILY_UPDATE
090850,KR7090850009,KOSDAQ,2013-12-27,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
091090,KR7091090001,KOSPI,2010-01-04,2025-10-24,2026-09-21,EXCLUDED_NOT_CURRENT_COMMON_IDENTITY,IDENTITY_NOT_COMMON_AT_LATEST_DAILY_UPDATE
091120,KR7091120006,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
091340,KR7091340000,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
091440,KR7091440008,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
091580,KR7091580001,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
091590,KR7091590000,KOSDAQ,2012-01-31,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
091700,KR7091700005,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
091810,KR7091810002,KOSPI,2018-08-01,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
091970,KR7091970004,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
091990,KR7091990002,KOSDAQ,2017-07-28,2024-01-11,2026-09-21,EXCLUDED_NOT_CURRENT_COMMON_IDENTITY,IDENTITY_NOT_COMMON_AT_LATEST_DAILY_UPDATE
092040,KR7092040005,KOSDAQ,2013-09-12,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
092070,KR7092070002,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
092130,KR7092130004,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
092190,KR7092190008,KOSDAQ,2020-03-06,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
092200,KR7092200005,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
092220,KR7092220003,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
092230,KR7092230002,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
092300,KR7092300003,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
092440,KR7092440007,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
092460,KR7092460005,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
092600,KR7092600006,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
092730,KR7092730001,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
092780,KR7092780006,KOSPI,2017-12-08,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
092790,KR7092790005,KOSPI,2023-08-21,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
092870,KR7092870005,KOSDAQ,2015-10-22,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
093050,KR7093050003,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
093190,KR7093190007,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
093230,KR7093230001,KOSPI,2010-01-04,2025-09-10,2026-09-21,EXCLUDED_NOT_CURRENT_COMMON_IDENTITY,IDENTITY_NOT_COMMON_AT_LATEST_DAILY_UPDATE
093240,KR7093240000,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
093320,KR7093320000,KOSDAQ,2011-02-08,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
093370,KR7093370005,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
093380,KR7093380004,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
093520,KR7093520005,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
093640,KR7093640001,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
093920,KR7093920007,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
094170,KR7094170008,KOSDAQ,2015-06-30,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
094280,KR7094280005,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
094360,KR7094360005,KOSDAQ,2015-08-05,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
094480,KR7094480001,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
094800,KR7094800000,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
094820,KR7094820008,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
094840,KR7094840006,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
094850,KR7094850005,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
094860,KR7094860004,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
094940,KR7094940004,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
094970,KR7094970001,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
095190,KR7095190005,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
095270,KR7095270005,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
095340,KR7095340006,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
095500,KR7095500005,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
095570,KR7095570008,KOSPI,2015-08-21,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
095610,KR7095610002,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
095660,KR7095660007,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
095700,KR7095700001,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
095720,KR7095720009,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
095910,KR7095910006,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
096040,KR7096040001,KOSDAQ,2010-01-04,2025-09-09,2026-09-21,EXCLUDED_NOT_CURRENT_COMMON_IDENTITY,IDENTITY_NOT_COMMON_AT_LATEST_DAILY_UPDATE
096240,KR7096240007,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
096250,KR7096250006,KOSDAQ,2025-01-24,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
096300,KR7096300009,KOSPI,2010-01-04,2023-02-01,2026-09-21,EXCLUDED_NOT_CURRENT_COMMON_IDENTITY,IDENTITY_NOT_COMMON_AT_LATEST_DAILY_UPDATE
096350,KR7096350004,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
096530,KR7096530001,KOSDAQ,2010-09-10,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
096610,KR7096610001,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,EXCLUDED_NOT_CURRENT_COMMON_IDENTITY,IDENTITY_NOT_COMMON_AT_LATEST_DAILY_UPDATE
096630,KR7096630009,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
096640,KR7096640008,KOSDAQ,2010-01-04,2023-07-14,2026-09-21,EXCLUDED_NOT_CURRENT_COMMON_IDENTITY,IDENTITY_NOT_COMMON_AT_LATEST_DAILY_UPDATE
096690,KR7096690003,KOSDAQ,2010-12-01,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
096760,KR7096760004,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
096770,KR7096770003,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
096870,KR7096870001,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
097230,KR7097230007,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
097520,KR7097520001,KOSDAQ,2012-07-25,2021-07-05,2026-09-21,EXCLUDED_NOT_CURRENT_COMMON_IDENTITY,IDENTITY_NOT_COMMON_AT_LATEST_DAILY_UPDATE
097520,KR7097520001,KOSPI,2021-07-06,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
097780,KR7097780001,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
097800,KR7097800007,KOSDAQ,2013-03-07,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
097870,KR7097870000,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
097950,KR7097950000,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
098070,KR7098070006,KOSDAQ,2025-03-20,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
098120,KR7098120009,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
098460,KR7098460009,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
098660,KR7098660004,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
099190,KR7099190001,KOSDAQ,2013-01-30,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
099220,KR7099220006,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
099320,KR7099320004,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
099390,KR7099390007,KOSDAQ,2021-08-19,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
099410,KR7099410003,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
099430,KR7099430001,KOSDAQ,2021-09-27,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
099440,KR7099440000,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
099520,KR7099520009,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
099750,KR7099750002,KOSDAQ,2019-03-22,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
100030,KR7100030006,KOSDAQ,2010-05-25,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
100090,KR7100090000,KOSDAQ,2010-01-04,2023-04-18,2026-09-21,EXCLUDED_NOT_CURRENT_COMMON_IDENTITY,IDENTITY_NOT_COMMON_AT_LATEST_DAILY_UPDATE
100090,KR7100090000,KOSPI,2023-04-19,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
100120,KR7100120005,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
100130,KR7100130004,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
100220,KR7100220003,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
